Year,Month,City1,City2,PaxToCity2,PaxFromCity2,FreightToCity2,FreightFromCity2,MailToCity2,MailFromCity2
2025,5,HYDERABAD,NANDED,765,927,0,0,0,0
2025,6,HYDERABAD,NANDED,675,779,0,0,0,0
2025,7,HYDERABAD,NANDED,981,996,0,0,0,0
2025,8,HYDERABAD,NANDED,606,634,0,0,0,0
2025,9,HYDERABAD,NANDED,281,369,0,0,0,0
2025,10,HYDERABAD,NANDED,113,863,0,0,0,0
2025,11,HYDERABAD,NANDED,1035,1059,0,0,0,0
2025,12,HYDERABAD,NANDED,1323,1432,0,0,0,0
2026,1,HYDERABAD,NANDED,1143,1469,0,0,0,0
2026,2,HYDERABAD,NANDED,1253,1396,0,0,0,0
2026,3,HYDERABAD,NANDED,1424,1421,0,0,0,0
2026,4,HYDERABAD,NANDED,1320,1509,0,0,0,0
2026,1,HYDERABAD,NASHIK,2815,3188,0.01,0.02,0.22,0.23
2026,2,HYDERABAD,NASHIK,2680,2974,0.03,0,0.2,0.18
2026,3,HYDERABAD,NASHIK,2679,2830,0.12,0.02,0.18,0.2
2026,4,HYDERABAD,NASHIK,2444,2681,0.04,0.01,0.23,0.09
2019,2,HYDERABAD,NASIK,2252,207,0,0,0,0
2019,3,HYDERABAD,NASIK,1032,1010,0,0,0,0
2019,4,HYDERABAD,NASIK,1395,1381,0,0,0,0
2019,5,HYDERABAD,NASIK,1473,1477,0,0,0,0
2019,6,HYDERABAD,NASIK,1427,1346,0,0,0,0
2019,7,HYDERABAD,NASIK,1307,1306,0,0,0,0
2019,8,HYDERABAD,NASIK,1319,1248,0,0,0,0
2019,9,HYDERABAD,NASIK,1048,936,0,0,0,0
2019,10,HYDERABAD,NASIK,1154,1265,0,0,0,0
2019,11,HYDERABAD,NASIK,1693,1519,0,0,0,0
2019,12,HYDERABAD,NASIK,1643,1762,0,0,0,0
2020,1,HYDERABAD,NASIK,1465,1603,0,0,0,0
2020,2,HYDERABAD,NASIK,1501,1459,0,0,0,0
2020,3,HYDERABAD,NASIK,919,878,0,0,0,0
2020,6,HYDERABAD,NASIK,475,328,0,0,0,0
2020,7,HYDERABAD,NASIK,801,612,0,0,0,0
2020,8,HYDERABAD,NASIK,805,808,0,0,0,0
2020,9,HYDERABAD,NASIK,861,755,0,0,0,0
2020,10,HYDERABAD,NASIK,1014,960,0,0,0,0
2020,11,HYDERABAD,NASIK,1505,1411,0,0.28,0,0
2020,12,HYDERABAD,NASIK,1769,1713,0.28,3.03,0,0
2021,1,HYDERABAD,NASIK,1734,1751,0.02,0,0,0
2021,2,HYDERABAD,NASIK,1324,1272,0,0,0,0
2021,3,HYDERABAD,NASIK,1058,1142,1.36,0,0,0
2021,4,HYDERABAD,NASIK,460,371,0,0.02,0,0
2021,11,HYDERABAD,NASIK,0,51,0,0,0,0
2022,7,HYDERABAD,NASIK,589,593,0,0,0,0
2022,8,HYDERABAD,NASIK,2025,1951,0,0,0,0
2022,9,HYDERABAD,NASIK,1840,1723,0,0,0,0
2022,10,HYDERABAD,NASIK,1899,2197,0,0,0,0
2022,11,HYDERABAD,NASIK,849,773,0,0,0,0
2022,12,HYDERABAD,NASIK,1742,1747,0.81,0,0,0
2023,1,HYDERABAD,NASIK,1745,1775,6.12,0,0,0
2023,2,HYDERABAD,NASIK,1414,1306,5.11,0,0,0
2023,3,HYDERABAD,NASIK,1501,1481,3.82,0,0,0
2023,5,HYDERABAD,NASIK,339,313,0,0,0,0
2023,6,HYDERABAD,NASIK,1789,1969,0.39,0,0,0
2023,7,HYDERABAD,NASIK,1849,1935,0.1,0,0,0
2023,8,HYDERABAD,NASIK,1870,1935,0.03,0,0,0
2023,9,HYDERABAD,NASIK,1857,2050,0.05,0,0,0
2023,10,HYDERABAD,NASIK,2043,2072,0.14,0,0,0
2023,11,HYDERABAD,NASIK,2291,2445,0.07,0,0,0
2023,12,HYDERABAD,NASIK,2265,2393,0.07,0,0,0
2024,1,HYDERABAD,NASIK,2468,2464,0.35,0,0,0
2024,2,HYDERABAD,NASIK,2156,2183,0.27,0,0,0
2024,3,HYDERABAD,NASIK,2336,2461,0.28,0,0,0
2024,4,HYDERABAD,NASIK,2038,1891,0.87,0,0,0
2024,6,HYDERABAD,NASIK,2091,1950,0.02,0,0,0
2024,7,HYDERABAD,NASIK,2146,1848,0.29,0,0,0
2024,8,HYDERABAD,NASIK,2242,1858,0.01,0,0,0
2024,9,HYDERABAD,NASIK,1980,1823,0.02,0,0,0
2024,10,HYDERABAD,NASIK,1940,1845,0,0,0,0
2024,11,HYDERABAD,NASIK,2059,2079,0.01,0,0,0
2024,12,HYDERABAD,NASIK,1754,1879,0.17,0,0,0
2025,1,HYDERABAD,NASIK,2017,2036,0.06,0,0.03,0.1
2025,2,HYDERABAD,NASIK,1971,1950,0.07,0.05,0.22,0.09
2025,3,HYDERABAD,NASIK,2180,2202,0.07,0,0.58,0.03
2025,4,HYDERABAD,NASIK,1986,2078,0.05,0,0.93,0.01
2025,5,HYDERABAD,NASIK,2047,2010,0.17,0.38,0.95,0.09
2025,6,HYDERABAD,NASIK,2119,1910,0.04,0,0.83,0.08
2025,7,HYDERABAD,NASIK,2090,1918,0.02,0,0.89,0.09
2025,8,HYDERABAD,NASIK,2077,1900,0.04,0,0.22,0.09
2025,9,HYDERABAD,NASIK,1959,1795,0.03,0,0.12,0.13
2025,10,HYDERABAD,NASIK,2087,2198,0.04,0.03,0.17,0.1
2025,11,HYDERABAD,NASIK,2792,2744,0.12,0.24,0.26,0.08
2025,12,HYDERABAD,NASIK,2558,2815,0.4,0,0.28,0.12
2017,6,HYDERABAD,PATNA,114,0,,,,
2017,7,HYDERABAD,PATNA,4307,5002,,,,
2017,8,HYDERABAD,PATNA,4652,4592,,,,
2017,9,HYDERABAD,PATNA,4460,3979,,,,
2017,10,HYDERABAD,PATNA,4136,3755,,,,
2017,11,HYDERABAD,PATNA,4177,4328,,,,
2017,12,HYDERABAD,PATNA,4091,4405,,,,
2018,1,HYDERABAD,PATNA,4467,3673,,,,
2018,2,HYDERABAD,PATNA,4599,3942,,,,
2018,3,HYDERABAD,PATNA,6836,6635,35.3,0.17,0,0
2018,4,HYDERABAD,PATNA,6559,5517,35.33,0.09,0,0
2018,5,HYDERABAD,PATNA,4738,4127,40.15,1.48,0,0
2018,6,HYDERABAD,PATNA,5057,4862,46.22,0.64,0,0
2018,7,HYDERABAD,PATNA,4190,4492,33.57,2.05,0,0
2018,8,HYDERABAD,PATNA,4712,4610,53.14,2.03,0,0
2018,9,HYDERABAD,PATNA,7125,7768,54.22,0.94,0,0
2018,10,HYDERABAD,PATNA,9000,8190,44.59,10.67,0,0.05
2018,11,HYDERABAD,PATNA,7491,7834,51.73,0.57,0.13,0.88
2018,12,HYDERABAD,PATNA,8080,8638,62.29,6.17,0,1.12
2019,1,HYDERABAD,PATNA,8206,7555,64.6,4.5,0,1.16
2019,2,HYDERABAD,PATNA,8563,8147,61.33,2.83,1.41,0.93
2019,3,HYDERABAD,PATNA,9011,8709,79.87,5.08,1.05,0.88
2019,4,HYDERABAD,PATNA,6574,5302,34.46,2.79,0,0.71
2019,5,HYDERABAD,PATNA,7399,7219,53.21,3.56,0.66,0.8
2019,6,HYDERABAD,PATNA,7733,8417,59.15,11.44,1.21,0.64
2019,7,HYDERABAD,PATNA,7785,7753,50.42,3.92,0,1.05
2019,8,HYDERABAD,PATNA,11867,11396,77.5,5.7,0.16,1.07
2019,9,HYDERABAD,PATNA,12981,11280,85.67,23.25,1.99,0.83
2019,10,HYDERABAD,PATNA,13480,10878,99.72,30.54,0.13,0.8
2019,11,HYDERABAD,PATNA,13246,14037,68.75,35.8,0.08,0.96
2019,12,HYDERABAD,PATNA,12614,13555,70.84,4.05,0.11,1.1
2020,1,HYDERABAD,PATNA,10040,9905,23.54,2.56,0.7,1.08
2020,2,HYDERABAD,PATNA,10038,9198,38.03,2.66,0.39,0.73
2020,3,HYDERABAD,PATNA,12599,10045,34.7,3.8,0,0
2020,5,HYDERABAD,PATNA,387,172,0.22,0.01,0.94,0
2020,6,HYDERABAD,PATNA,4609,2641,23.05,17.8,1.16,0
2020,7,HYDERABAD,PATNA,10247,7017,69.93,24.13,1.35,3.74
2020,8,HYDERABAD,PATNA,7562,12013,70.01,43.08,2.87,3.73
2020,9,HYDERABAD,PATNA,7354,16483,67.69,39.77,3.14,2.51
2020,10,HYDERABAD,PATNA,11933,16545,109.66,33.72,1.63,1.47
2020,11,HYDERABAD,PATNA,18792,10520,70.97,14.87,1.09,1.26
2020,12,HYDERABAD,PATNA,26952,16140,32.64,21.6,0.17,1.33
2021,1,HYDERABAD,PATNA,9679,14153,45.09,24.15,0.08,1.46
2021,2,HYDERABAD,PATNA,9706,9024,53.55,7.09,1.66,1.12
2021,3,HYDERABAD,PATNA,9564,7283,33.18,4.74,1.23,2.07
2021,4,HYDERABAD,PATNA,13968,7865,61.18,16.62,1.03,1.04
2021,6,HYDERABAD,PATNA,5375,8559,43.02,11.79,0.25,1.49
2021,7,HYDERABAD,PATNA,6445,8007,64.72,13.58,1.46,0.86
2021,8,HYDERABAD,PATNA,6792,8719,67.09,8.86,3.44,1.38
2021,9,HYDERABAD,PATNA,5543,6022,47.57,2.44,13.55,1.97
2021,10,HYDERABAD,PATNA,10563,6929,53.54,1.33,2.26,0.84
2021,11,HYDERABAD,PATNA,16374,13469,67.47,17.14,2.52,0.24
2021,12,HYDERABAD,PATNA,9156,11305,51.87,1.89,1.27,0.62
2022,1,HYDERABAD,PATNA,6709,5050,40.36,1.78,2.33,1.98
2022,2,HYDERABAD,PATNA,6775,5897,32.81,1.69,2.08,1.9
2022,3,HYDERABAD,PATNA,10843,8355,54.28,0.91,3.54,1.54
2022,4,HYDERABAD,PATNA,12699,8605,28.55,7.11,4.61,2.04
2022,5,HYDERABAD,PATNA,11515,12149,34.54,11.13,2.03,1.67
2022,6,HYDERABAD,PATNA,9504,12003,33.85,16.84,2.48,2.58
2022,7,HYDERABAD,PATNA,8748,8524,37.01,4.62,7.22,3.44
2022,8,HYDERABAD,PATNA,6991,7830,32.73,5.4,4.84,2.93
2022,9,HYDERABAD,PATNA,9607,7057,35.34,5.28,8.58,3.15
2022,10,HYDERABAD,PATNA,14134,8099,38.97,3.61,8.34,1.9
2022,11,HYDERABAD,PATNA,9488,10433,28.46,4.3,3.38,1.12
2022,12,HYDERABAD,PATNA,9368,10128,35.86,3,3.47,1.38
2023,1,HYDERABAD,PATNA,9476,8070,26.64,0,3.94,0
2023,2,HYDERABAD,PATNA,10107,9090,35.48,0,4,0
2023,3,HYDERABAD,PATNA,9933,9891,28.7,0,5.46,0
2023,4,HYDERABAD,PATNA,10385,8003,32.03,0,4.18,0
2023,5,HYDERABAD,PATNA,10727,10701,31.79,11.79,4.21,0.3
2023,6,HYDERABAD,PATNA,9961,10053,30.98,29.74,8.23,1.92
2023,7,HYDERABAD,PATNA,7435,9745,47.73,2.29,5.92,1.51
2023,8,HYDERABAD,PATNA,8575,9218,46.89,4.03,6.05,1.18
2023,9,HYDERABAD,PATNA,8878,9649,38.97,2.13,3.4,1
2023,10,HYDERABAD,PATNA,12800,10295,34.33,1.96,3.8,2.09
2023,11,HYDERABAD,PATNA,12397,10324,46.43,3.2,4.23,2.5
2023,12,HYDERABAD,PATNA,12000,12481,52.54,3.01,5.26,1.85
2024,1,HYDERABAD,PATNA,9707,9134,44.22,2,4.16,3.26
2024,2,HYDERABAD,PATNA,10330,9492,30.03,2.96,7.28,3.5
2024,3,HYDERABAD,PATNA,10888,9525,26.66,2.15,7.09,2.4
2024,4,HYDERABAD,PATNA,10607,9381,30.12,2.68,4.8,1.83
2024,6,HYDERABAD,PATNA,9852,9985,46.03,32.23,6.2,1.77
2024,7,HYDERABAD,PATNA,9021,10603,47.46,3.85,8.98,2.16
2024,8,HYDERABAD,PATNA,9210,10103,41.86,6.86,5.96,2.23
2024,9,HYDERABAD,PATNA,13465,12656,39.49,3.15,7.96,1.72
2024,10,HYDERABAD,PATNA,17085,10491,56.58,4.21,15.95,1.65
2024,11,HYDERABAD,PATNA,18188,16406,43.62,4.47,8.82,2.08
2024,12,HYDERABAD,PATNA,15635,16406,58.74,3.12,10.33,2.98
2025,1,HYDERABAD,PATNA,18163,16938,52.96,8.11,19.21,2.89
2025,2,HYDERABAD,PATNA,23411,21744,46.24,5.56,11.47,1.46
2025,3,HYDERABAD,PATNA,22171,18921,40.34,5.28,16.78,0.83
2025,4,HYDERABAD,PATNA,24799,18282,48,4.92,7.92,0.13
2025,5,HYDERABAD,PATNA,24703,22989,64.33,46.63,6.86,0.71
2025,6,HYDERABAD,PATNA,20835,25333,47.77,103.63,6.88,1.07
2025,7,HYDERABAD,PATNA,16457,20485,65.22,6.65,8.53,1.57
2025,8,HYDERABAD,PATNA,20722,18857,44.01,6.58,5.99,1.83
2025,9,HYDERABAD,PATNA,22822,13552,67.78,5.23,5.48,1.43
2025,10,HYDERABAD,PATNA,27730,16938,54.8,12.1,5.25,1.57
2025,11,HYDERABAD,PATNA,24216,28549,41.72,10.54,3.6,2.95
2025,12,HYDERABAD,PATNA,12643,13870,34.05,8.43,8.84,2.43
2026,1,HYDERABAD,PATNA,15827,14909,39.94,9.48,10.81,2.67
2026,2,HYDERABAD,PATNA,15140,13848,41.46,12.72,8.02,1.87
2026,3,HYDERABAD,PATNA,15104,13792,54.06,9.8,8.37,2.31
2026,4,HYDERABAD,PATNA,18441,12980,43.89,5.08,8.51,2.31
2019,1,HYDERABAD,PONDICHERRY,2125,2247,0.14,0,0,0
2019,2,HYDERABAD,PONDICHERRY,1930,2013,0.01,0,0,0
2019,3,HYDERABAD,PONDICHERRY,2056,2216,0.01,0,0,0
2019,4,HYDERABAD,PONDICHERRY,1931,2115,0.37,0,0,0
2019,5,HYDERABAD,PONDICHERRY,2107,2194,0.32,0,0,0
2019,6,HYDERABAD,PONDICHERRY,2006,2035,0.07,0,0,0
2019,7,HYDERABAD,PONDICHERRY,1240,1200,0,0,0,0
2019,9,HYDERABAD,PONDICHERRY,423,367,0,0,0,0
2019,10,HYDERABAD,PONDICHERRY,1795,1907,0,0,0,0
2019,11,HYDERABAD,PONDICHERRY,1573,1713,0,0,0,0
2019,12,HYDERABAD,PONDICHERRY,2191,2067,0,0,0,0
2020,1,HYDERABAD,PONDICHERRY,2257,2155,0.15,0.16,0,0
2020,2,HYDERABAD,PONDICHERRY,1998,2099,0,0,0,0
2020,3,HYDERABAD,PONDICHERRY,984,1178,0,0,0,0
2022,3,HYDERABAD,PONDICHERRY,225,264,0.56,0,0,0
2022,4,HYDERABAD,PONDICHERRY,2159,2178,7.53,0,0,0
2022,5,HYDERABAD,PONDICHERRY,2266,2197,4.64,0,0,0
2022,6,HYDERABAD,PONDICHERRY,2526,2272,3,0,0,0
2022,7,HYDERABAD,PONDICHERRY,2415,2458,1.15,0,0,0
2022,8,HYDERABAD,PONDICHERRY,2447,2379,0.38,0,0,0
2022,9,HYDERABAD,PONDICHERRY,2256,2236,0,0,0,0
2022,10,HYDERABAD,PONDICHERRY,2107,2023,0.05,0,0,0
2022,11,HYDERABAD,PONDICHERRY,1554,1497,1.06,0,0,0
2022,12,HYDERABAD,PONDICHERRY,1924,1897,3.84,0,0,0
2023,1,HYDERABAD,PONDICHERRY,2463,2270,6.75,0.88,0,0
2023,2,HYDERABAD,PONDICHERRY,1847,1994,5.31,0.92,0,0
2023,3,HYDERABAD,PONDICHERRY,1913,1958,3.48,2.25,0,0
2023,4,HYDERABAD,PONDICHERRY,1635,1689,1.97,4.19,0,0
2023,5,HYDERABAD,PONDICHERRY,1832,1870,2.65,1.94,0,0
2023,6,HYDERABAD,PONDICHERRY,667,714,0.24,1.37,0,0
2023,10,HYDERABAD,PONDICHERRY,1869,1847,3.12,1.85,0,0
2023,11,HYDERABAD,PONDICHERRY,1335,1305,0.85,0.79,0,0
2023,12,HYDERABAD,PONDICHERRY,2323,2351,4.31,0,0,0
2024,1,HYDERABAD,PONDICHERRY,2433,2474,10.79,0.13,0,0
2024,2,HYDERABAD,PONDICHERRY,2090,2028,5.51,0,0,0
2024,3,HYDERABAD,PONDICHERRY,1981,2203,7.54,0,0,0
2024,12,HYDERABAD,PONDICHERRY,819,820,0,0,0,0
2025,1,HYDERABAD,PONDICHERRY,2208,2141,0.01,0,0,0
2025,2,HYDERABAD,PONDICHERRY,1984,1976,0,0,0,0
2025,3,HYDERABAD,PONDICHERRY,2078,2164,0,0,0,0
2025,4,HYDERABAD,PONDICHERRY,1957,1929,0.13,0,0,0
2025,5,HYDERABAD,PONDICHERRY,2014,2008,0.04,0,0,0
2025,6,HYDERABAD,PONDICHERRY,2078,1831,0.03,0,0,0
2025,7,HYDERABAD,PONDICHERRY,2186,1903,0.09,0,0,0
2025,8,HYDERABAD,PONDICHERRY,1988,1815,0,0,0,0
2025,9,HYDERABAD,PONDICHERRY,2074,1815,0.07,0,0,0
2025,10,HYDERABAD,PONDICHERRY,2135,1937,0.1,0,0,0
2025,11,HYDERABAD,PONDICHERRY,1981,1901,0,0,0,0
2025,12,HYDERABAD,PONDICHERRY,2153,2048,0.02,0,0,0
2026,1,HYDERABAD,PONDICHERRY (PUDUCHERRY),2216,2211,0,0,0,0
2026,2,HYDERABAD,PONDICHERRY (PUDUCHERRY),2022,2036,0.02,0,0,0
2026,3,HYDERABAD,PONDICHERRY (PUDUCHERRY),2059,2085,0.01,0,0,0
2026,4,HYDERABAD,PONDICHERRY (PUDUCHERRY),1937,1883,0.02,0,0,0
2015,12,HYDERABAD,PORT BLAIR,21,470,,,,
2016,9,HYDERABAD,PORT BLAIR,14,4,,,,
2016,10,HYDERABAD,PORT BLAIR,671,576,,,,
2016,11,HYDERABAD,PORT BLAIR,678,650,,,,
2016,12,HYDERABAD,PORT BLAIR,778,794,,,,
2017,1,HYDERABAD,PORT BLAIR,956,940,,,,
2017,2,HYDERABAD,PORT BLAIR,3342,3429,,,,
2017,3,HYDERABAD,PORT BLAIR,3178,3702,,,,
2017,4,HYDERABAD,PORT BLAIR,4401,4652,,,,
2017,5,HYDERABAD,PORT BLAIR,601,384,,,,
2017,6,HYDERABAD,PORT BLAIR,599,743,,,,
2017,7,HYDERABAD,PORT BLAIR,342,441,,,,
2017,8,HYDERABAD,PORT BLAIR,398,471,,,,
2017,9,HYDERABAD,PORT BLAIR,281,407,,,,
2017,10,HYDERABAD,PORT BLAIR,290,423,,,,
2017,11,HYDERABAD,PORT BLAIR,471,438,,,,
2017,12,HYDERABAD,PORT BLAIR,985,708,,,,
2018,1,HYDERABAD,PORT BLAIR,1080,736,,,,
2018,2,HYDERABAD,PORT BLAIR,831,742,,,,
2018,3,HYDERABAD,PORT BLAIR,627,658,0.64,0.54,0,0
2018,4,HYDERABAD,PORT BLAIR,486,470,0.91,0.58,0,0
2018,5,HYDERABAD,PORT BLAIR,508,253,0.21,0.72,0,0
2018,6,HYDERABAD,PORT BLAIR,429,566,0.8,0,0,0
2018,7,HYDERABAD,PORT BLAIR,297,405,0.74,0,0,0
2018,8,HYDERABAD,PORT BLAIR,383,464,1.34,0.02,0,0
2018,9,HYDERABAD,PORT BLAIR,3118,2150,1.24,0.04,0,0
2018,10,HYDERABAD,PORT BLAIR,5364,5145,9.37,0.65,0,0
2018,11,HYDERABAD,PORT BLAIR,5751,4959,15.32,1.36,0.15,0
2018,12,HYDERABAD,PORT BLAIR,5820,5425,17.2,1.59,4.9,0
2019,1,HYDERABAD,PORT BLAIR,5607,5657,13.54,0.85,0.63,0
2019,2,HYDERABAD,PORT BLAIR,4886,4993,8.37,2.16,0,0
2019,3,HYDERABAD,PORT BLAIR,5155,5525,17.13,2.31,0,0
2019,4,HYDERABAD,PORT BLAIR,3940,4962,20.4,1.17,0,0
2019,5,HYDERABAD,PORT BLAIR,5052,5817,19.71,2.38,0,0
2019,6,HYDERABAD,PORT BLAIR,5090,4384,11.32,3,0.44,0
2019,7,HYDERABAD,PORT BLAIR,764,1142,6.65,0,0,0
2019,8,HYDERABAD,PORT BLAIR,4172,3437,7.49,0.48,0,0
2019,9,HYDERABAD,PORT BLAIR,4569,4217,26.07,1.89,0,0
2019,10,HYDERABAD,PORT BLAIR,4499,4176,16.07,4.17,0,0
2019,11,HYDERABAD,PORT BLAIR,4406,4465,27.36,0.74,0,0
2019,12,HYDERABAD,PORT BLAIR,5316,5460,13.05,0.04,0.98,0
2020,1,HYDERABAD,PORT BLAIR,4871,5467,11.98,0.07,0,0
2020,2,HYDERABAD,PORT BLAIR,4856,5266,13.72,0.35,0.01,0
2020,3,HYDERABAD,PORT BLAIR,2285,3144,5.17,0.35,0,0
2020,6,HYDERABAD,PORT BLAIR,328,320,0.32,0,0,0
2020,7,HYDERABAD,PORT BLAIR,910,511,5.29,0.76,0.27,0
2020,8,HYDERABAD,PORT BLAIR,477,256,1.05,0.18,0,0
2020,9,HYDERABAD,PORT BLAIR,500,213,0.61,0.19,0,0
2020,10,HYDERABAD,PORT BLAIR,1108,917,2.22,2.46,0,0
2020,11,HYDERABAD,PORT BLAIR,1454,856,3.56,1.15,0,0
2020,12,HYDERABAD,PORT BLAIR,1797,1193,3.48,3.09,0,0
2021,1,HYDERABAD,PORT BLAIR,2664,1801,4.55,2.56,0,0
2021,2,HYDERABAD,PORT BLAIR,3216,2108,2.87,2.8,0,0
2021,3,HYDERABAD,PORT BLAIR,3192,2442,3.5,5.45,0,0
2021,4,HYDERABAD,PORT BLAIR,176,112,0.94,0.4,0,0
2021,9,HYDERABAD,PORT BLAIR,151,73,0,1.03,0,0
2021,10,HYDERABAD,PORT BLAIR,1441,1245,3.04,3.22,0,0
2021,11,HYDERABAD,PORT BLAIR,3180,2655,9.24,7.42,0.03,0
2021,12,HYDERABAD,PORT BLAIR,4919,3847,23.07,16.87,0.99,0
2022,1,HYDERABAD,PORT BLAIR,1804,2382,2.81,8.48,0,0
2022,2,HYDERABAD,PORT BLAIR,964,1037,1.54,0.8,0,0
2022,3,HYDERABAD,PORT BLAIR,1373,1646,1.2,2.3,0,0
2022,4,HYDERABAD,PORT BLAIR,1879,1852,6.45,3.03,0.6,0
2022,5,HYDERABAD,PORT BLAIR,2140,2193,9.65,2.3,0,0
2022,10,HYDERABAD,PORT BLAIR,309,370,0,0,0,0
2022,11,HYDERABAD,PORT BLAIR,3031,3218,1.33,0.11,0,0
2022,12,HYDERABAD,PORT BLAIR,5229,4981,2.04,2.17,0,0
2023,1,HYDERABAD,PORT BLAIR,5494,6231,1.52,0.33,0,0
2023,2,HYDERABAD,PORT BLAIR,4425,4712,1.2,1.16,0,0
2023,3,HYDERABAD,PORT BLAIR,3984,4412,2.19,0.64,0,0
2023,4,HYDERABAD,PORT BLAIR,3375,3995,2.37,0.76,0,0
2023,5,HYDERABAD,PORT BLAIR,3898,4171,0.72,0.2,0.02,0
2023,6,HYDERABAD,PORT BLAIR,2011,2127,0.01,0,0,0
2023,8,HYDERABAD,PORT BLAIR,1445,1363,0.89,1.52,0,0
2023,9,HYDERABAD,PORT BLAIR,4670,4051,3.59,2.11,0,0
2023,10,HYDERABAD,PORT BLAIR,4920,4816,20.03,1.71,0,0
2023,11,HYDERABAD,PORT BLAIR,4052,4604,17.58,1.95,0.04,0
2023,12,HYDERABAD,PORT BLAIR,4980,5067,19.24,3.51,0.81,0
2024,1,HYDERABAD,PORT BLAIR,4692,4925,17.95,3.31,0.83,0
2024,2,HYDERABAD,PORT BLAIR,4661,4947,16.39,5.99,0.52,0
2024,3,HYDERABAD,PORT BLAIR,5123,5217,30.66,2.01,0.86,0
2024,4,HYDERABAD,PORT BLAIR,4134,4948,25.89,1.44,0.44,0
2024,6,HYDERABAD,PORT BLAIR,4137,4526,33.36,26.46,1.2,0
2024,7,HYDERABAD,PORT BLAIR,2177,2944,27.84,34.12,1.05,3.54
2024,8,HYDERABAD,PORT BLAIR,2637,2907,19.88,13.83,1.48,2.54
2024,9,HYDERABAD,PORT BLAIR,4355,4235,26.27,6.03,2.64,2.14
2024,10,HYDERABAD,PORT BLAIR,4950,5007,31.88,3.79,1.8,2.98
2024,11,HYDERABAD,PORT BLAIR,6125,5832,27.44,4.89,1.95,3.12
2024,12,HYDERABAD,PORT BLAIR,8494,8449,26.2,16.52,2.56,3.54
2025,1,HYDERABAD,PORT BLAIR,9645,11405,28.39,17.03,3.11,3.66
2025,2,HYDERABAD,PORT BLAIR,5457,6189,24.25,7.72,2.3,3.44
2025,3,HYDERABAD,PORT BLAIR,5708,6720,33.2,7.8,3.39,5.21
2025,4,HYDERABAD,PORT BLAIR,4479,5303,26.5,13.29,2.33,4.9
2025,5,HYDERABAD,PORT BLAIR,4949,5748,29.93,10.92,2.92,4.04
2025,6,HYDERABAD,PORT BLAIR,1748,2323,15.79,4.92,2.15,3.31
2025,9,HYDERABAD,PORT BLAIR,3895,3526,30.92,6.24,2.24,0
2025,10,HYDERABAD,PORT BLAIR,5240,5285,39.72,2.14,3.26,0
2025,11,HYDERABAD,PORT BLAIR,5904,5965,37.26,3.98,5.05,0
2025,12,HYDERABAD,PORT BLAIR,6121,6378,28.81,6.22,5.02,0
2026,1,HYDERABAD,PORT BLAIR,6321,6696,30.79,7.79,4.53,0
2026,2,HYDERABAD,PORT BLAIR,5501,6100,37.42,8.54,4.93,0
2026,3,HYDERABAD,PORT BLAIR,5853,6898,44.49,13.66,5.01,0
2026,4,HYDERABAD,PORT BLAIR,5847,6883,41.45,11.09,3.97,1.03
2017,8,HYDERABAD,PUDUCHERRY,1139,1069,,,,
2017,9,HYDERABAD,PUDUCHERRY,2070,2030,,,,
2017,10,HYDERABAD,PUDUCHERRY,1972,1815,,,,
2017,11,HYDERABAD,PUDUCHERRY,1635,1568,,,,
2017,12,HYDERABAD,PUDUCHERRY,2058,2122,,,,
2018,1,HYDERABAD,PUDUCHERRY,2189,2323,,,,
2018,2,HYDERABAD,PUDUCHERRY,1948,2075,,,,
2018,3,HYDERABAD,PUDUCHERRY,2034,2139,0,0,0,0
2018,4,HYDERABAD,PUDUCHERRY,1985,2149,0.01,0,0,0
2018,5,HYDERABAD,PUDUCHERRY,2127,2217,0.02,0,0,0
2018,6,HYDERABAD,PUDUCHERRY,1930,2152,0.31,0,0,0
2018,7,HYDERABAD,PUDUCHERRY,1887,2199,0,0,0,0
2018,8,HYDERABAD,PUDUCHERRY,2146,2027,0.08,0,0,0
2018,9,HYDERABAD,PUDUCHERRY,1978,1874,0,0,0,0
2018,10,HYDERABAD,PUDUCHERRY,2038,1949,0,0,0,0
2018,11,HYDERABAD,PUDUCHERRY,1435,1618,0,0,0,0
2018,12,HYDERABAD,PUDUCHERRY,1895,1960,0.06,0,0,0
2015,4,HYDERABAD,PUNE,10013,8983,,,,
2015,5,HYDERABAD,PUNE,11062,10300,,,,
2015,6,HYDERABAD,PUNE,10232,9708,,,,
2015,7,HYDERABAD,PUNE,10385,10393,,,,
2015,8,HYDERABAD,PUNE,10564,9676,,,,
2015,9,HYDERABAD,PUNE,10022,9447,,,,
2015,10,HYDERABAD,PUNE,11888,10942,,,,
2015,11,HYDERABAD,PUNE,9904,9844,,,,
2015,12,HYDERABAD,PUNE,10328,10220,,,,
2016,1,HYDERABAD,PUNE,10031,10022,,,,
2016,2,HYDERABAD,PUNE,9670,9499,,,,
2016,3,HYDERABAD,PUNE,10048,9778,,,,
2016,4,HYDERABAD,PUNE,10609,11426,,,,
2016,5,HYDERABAD,PUNE,12654,13535,,,,
2016,6,HYDERABAD,PUNE,12132,13308,,,,
2016,7,HYDERABAD,PUNE,12726,13780,,,,
2016,8,HYDERABAD,PUNE,13496,13915,,,,
2016,9,HYDERABAD,PUNE,11274,12154,,,,
2016,10,HYDERABAD,PUNE,11932,13188,,,,
2016,11,HYDERABAD,PUNE,13148,13459,,,,
